| module                                            | #parameters or shape   | #flops     |
|:--------------------------------------------------|:-----------------------|:-----------|
| model                                             | 1.729M                 | 0.165G     |
|  model                                            |  1.722M                |  0.165G    |
|   model.0.conv                                    |   0.574M               |   55.05M   |
|    model.0.conv.0.kernels                         |    0.287M              |    27.525M |
|    model.0.conv.2.kernels                         |    0.287M              |    27.525M |
|   model.1.conv                                    |   0.574M               |   55.05M   |
|    model.1.conv.0.kernels                         |    0.287M              |    27.525M |
|    model.1.conv.2.kernels                         |    0.287M              |    27.525M |
|   model.2.conv                                    |   0.574M               |   55.05M   |
|    model.2.conv.0.kernels                         |    0.287M              |    27.525M |
|    model.2.conv.2.kernels                         |    0.287M              |    27.525M |
|  enc_embedding                                    |  5.632K                |  18.432K   |
|   enc_embedding.value_embedding.tokenConv         |   0.768K               |   18.432K  |
|    enc_embedding.value_embedding.tokenConv.weight |    (64, 4, 3)          |            |
|   enc_embedding.temporal_embedding                |   4.864K               |            |
|    enc_embedding.temporal_embedding.hour_embed    |    1.536K              |            |
|    enc_embedding.temporal_embedding.weekday_embed |    0.448K              |            |
|    enc_embedding.temporal_embedding.day_embed     |    2.048K              |            |
|    enc_embedding.temporal_embedding.month_embed   |    0.832K              |            |
|  layer_norm                                       |  0.128K                |  46.08K    |
|   layer_norm.weight                               |   (64,)                |            |
|   layer_norm.bias                                 |   (64,)                |            |
|  predict_linear                                   |  1.2K                  |  73.728K   |
|   predict_linear.weight                           |   (48, 24)             |            |
|   predict_linear.bias                             |   (48,)                |            |
|  projection                                       |  0.26K                 |  12.288K   |
|   projection.weight                               |   (4, 64)              |            |
|   projection.bias                                 |   (4,)                 |            |
Epoch 1 | Loss : 0.358365 | Time : 6.7466
Epoch 44 | Val Loss : 0.148007 | Time : 0.4522
Epoch 45 | Loss : 0.049155 | Time : 3.2131
Epoch 45 | Val Loss : 0.148638 | Time : 0.4501
Epoch 46 | Loss : 0.048689 | Time : 3.2898
Epoch 46 | Val Loss : 0.148442 | Time : 0.4483
Epoch 47 | Loss : 0.048692 | Time : 3.2816
Epoch 47 | Val Loss : 0.148439 | Time : 0.4857
Epoch 48 | Loss : 0.048233 | Time : 3.2076
Epoch 48 | Val Loss : 0.148669 | Time : 0.4576
Epoch 49 | Loss : 0.048080 | Time : 3.2067
Epoch 49 | Val Loss : 0.148640 | Time : 0.4546
Epoch 50 | Loss : 0.047970 | Time : 3.2545
Epoch 50 | Val Loss : 0.148729 | Time : 0.4515
Test
MSE : 0.007218 | MAE : 0.050257 | RMSE : 0.071602 | MAPE : 4.166662 | SMAPE : 2.266195
